Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia
15,2022-05-21,3,0.5062403524510817,0.3620137299771167,0.6406181015452539,0.075626209133849,-0.04,0.2366056572379367,0.867156697541394,0.6173304628632938,1.0833333333333333,0.4559963369473789,0.3752310536044362,0.5574182732606874,2.067276202567246,1.0780973149788742,2.9121677740863787,7.010074,0.752176405318744,5.272812262338389,75
16,2022-05-26,3,0.4943738299086285,0.3374503749448611,0.6586620926243568,0.0586165048182572,-0.0636588380716934,0.237364043506078,0.8984575101641095,0.6163391933815926,1.135973597359736,0.4487457023037055,0.3494840735755944,0.5659919028340081,2.083646007660461,1.0944206008583692,3.250954841608627,5.5792437,0.7385299043949227,4.120438316356975,80
17,2022-06-05,3,0.5064305319828766,0.3505572441742654,0.7221238938053097,0.0487957635571351,-0.0934221482098251,0.2749517063747585,0.921257849592606,0.5686868686868687,1.206098457016899,0.4621110271898424,0.3703319502074689,0.6117216117216118,1.5369931742937375,0.9316101238556812,2.4745018044876823,7.2012568,0.752395111780308,5.418190414994704,90
18,2022-06-10,3,0.5205966904727829,0.3405211141060197,0.7533274179236912,0.0428504363644209,-0.0788643533123028,0.2680892026311567,0.9315050206928231,0.5771761133603239,1.1712328767123288,0.4632624738137875,0.3532879818594104,0.6255247691015953,1.4333198940315055,0.8388667552014166,2.238230519480519,6.623547,0.7686861940437003,5.0914291344995695,95
19,2022-06-25,3,0.565834004075829,0.3613360323886639,0.7706808605012198,0.0473564707184866,-0.1312964492155243,0.2908649959579628,0.9316565233083708,0.5493486973947895,1.3022813688212929,0.4864993141014588,0.365482233502538,0.6340564879246827,2.031450186390148,1.059190031152648,3.064373897707231,6.116605,0.8207091046872033,5.019953413275271,110
22,2022-06-30,3,0.547295945098227,0.3,0.7640636126275813,0.0354398978827654,-0.1346853874154966,0.2645329849771391,0.946074780112428,0.5816115702479339,1.3112980769230769,0.4881985945533202,0.3397745571658615,0.6361715613775618,1.6187020339482356,0.8845208845208845,2.5340346534653464,5.7948074,0.799390336862961,4.632313039541979,115
24,2022-07-30,3,0.6087822787449111,0.4551026662580447,0.7279236276849642,0.1038095155303234,-0.0227535672965676,0.2525252525252525,0.8166431128748164,0.5967741935483871,1.0465666929755328,0.5334409613774592,0.4453576864535769,0.6096927736910428,1.754311378787487,1.1151997596875938,2.4160329531051965,5.492854,0.8700996205566477,4.779330181173065,145
26,2022-08-09,3,0.6419773196147829,0.4370594159113796,0.7723356009070295,0.1139562306202416,-0.0251387528566764,0.2583826429980276,0.8019479395727046,0.5893416927899686,1.0515740120562629,0.5620814622743325,0.4327309236947791,0.6432015429122468,1.7448915751756648,1.0337349397590363,2.2093569081520887,5.827051,0.9082739175570004,5.292558439574436,155
28,2022-08-19,3,0.6472424564558075,0.482030804335425,0.7341961174713788,0.1362756130222362,-0.0085153646797482,0.2573566933151897,0.7654551697580311,0.5906385281385281,1.017176997759522,0.5541981946890221,0.44173140954495,0.6223515715948778,2.129663186791302,1.380944598790652,2.6584219133278824,5.8684616,0.9143288249241786,5.365703598840665,165
30,2022-08-19,3,0.643296346823861,0.481941309255079,0.7257659467604219,0.1346373767104115,-0.0079644378588627,0.2563103506691512,0.7679586634694907,0.5919633225458468,1.0160567587752054,0.5501643324922446,0.4452473596442468,0.6146616541353384,2.163447554427097,1.4219114219114215,2.653910149750416,5.8684616,0.9097907988474402,5.339072367069527,165
29,2022-08-24,3,0.6547043943777529,0.4947994056463596,0.7326624371034784,0.1566408338615003,0.0211027910142954,0.2656989071929538,0.7343506740719135,0.5801546391752578,0.9586666666666668,0.5616158235989809,0.4572670207629165,0.6227758007117438,2.502544718137533,1.6222799610263072,3.1216383947041786,6.1952357,0.9229100535344158,5.717645311545324,170
31,2022-09-13,3,0.7062491466653967,0.6024498886414253,0.7852028639618138,0.2179225704616103,0.114612051988972,0.3199223575083819,0.6455458433266772,0.51524064171123,0.7943462897526502,0.5986371202650896,0.5219460602855632,0.6741271262309758,2.471260405031458,1.896521889600277,3.151573129251701,4.9527225,0.9821865186652062,4.864497270189837,190
33,2022-09-23,3,0.6958354210479395,0.58274231678487,0.7865168539325843,0.210210881373331,0.0862280343277482,0.3330957048654429,0.6562078187032044,0.5002673796791444,0.8412340105342363,0.5911122774825722,0.5089754211543772,0.6671035386631717,2.506936796543398,1.8078947368421048,3.158707286949362,4.5191703,0.9702107342051304,4.384547534761019,200
35,2022-10-13,3,0.6995149111553879,0.5949764521193093,0.7949200376293509,0.1915194043802474,0.0512550094916684,0.3042212518195051,0.682826607951919,0.5334821428571429,0.9024879614767256,0.6080703162123957,0.5342796738145575,0.6963769726605913,2.247147591775465,1.7174188870763096,2.7768649359185016,4.6832104,0.974442147828696,4.563517600909687,220
37,2022-11-27,3,0.7132345872381681,0.5752941176470588,0.8106453132359868,0.2247987716305942,0.0956816257408975,0.3326399722655573,0.6357927626267584,0.5007804370447451,0.8253477588871716,0.6110680532066852,0.549645390070922,0.6937651465080414,1.8596160823052497,1.2941643509329095,2.3459319975713417,3.1606627,0.9902197753238932,3.12975070866861,265
38,2022-12-07,3,0.6506833196574257,0.5227995758218452,0.7536606373815676,0.1991590575838165,0.0788880540946656,0.3011595111250392,0.6702014879708854,0.5370905587668593,0.8537604456824512,0.535207912864922,0.4586084306754698,0.6256851996867658,2.781820223953604,1.9344262295081969,4.841421474971341,2.3421037,0.9182858176060394,2.15072061107263,275
40,2022-12-27,3,0.5919995311000694,0.4138897539707256,0.7320993667803215,0.1377916181315035,-0.0255419617943764,0.2718168812589413,0.7627632405391598,0.5725534308211474,1.0524229074889868,0.5510957661092959,0.4730694354315379,0.6424942263279446,1.2544576632285411,0.7777387640449439,1.801294343240652,2.660874,0.8507994607650798,2.263870164363821,295
43,2023-01-16,3,0.5607910860064196,0.3973919011667811,0.6847916091636765,0.0780818816561514,-0.0619672886431697,0.2171837708830549,0.8613843189135835,0.6431372549019608,1.132121807465619,0.5339370600544832,0.4722598105548038,0.5940366972477065,1.1620056451077845,0.7058894086601896,1.6469224826165334,3.2085419,0.8149097489073825,2.6146720740878164,315
45,2023-02-05,3,0.5689217230705227,0.4318334452652787,0.6722192369693714,0.0846829438402,-0.06532222709338,0.2010806638363566,0.8496503022397524,0.6651670951156813,1.1397748592870545,0.5226802570754048,0.4759733426867765,0.5768938434253864,1.3516752694264778,0.890793144679155,1.8733671430766865,3.3481278,0.824259981531101,2.7597277585917657,335
46,2023-02-15,3,0.518314672633945,0.4046345811051693,0.6072308956450287,0.0886979961692434,-0.0421940928270042,0.1948686621869273,0.841665618247669,0.6738241308793456,1.0881057268722467,0.4754254534390086,0.428736295441431,0.519916142557652,1.4340209106801975,0.9640430351075878,1.8950749464668093,4.5148997,0.7660618735290368,3.458692522977686,345
