parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,pred
7,0.7887253832,0.5445686587,0.6767574776,0.5178565276,2.4323534117,1.4969182942,0.4712202434,0.3094343946,0.5619064216,0.3799943536,0.0674113581,0.9477589857,865.94,1319.78008494553,80,72.24724846347743
8,0.7032923154,0.55747560565,0.5876042653,0.51255300235,1.7634755991,1.2134124929,0.4039286902,0.29350554515,0.4728485473,0.36414172115,0.0873368675499999,0.873303381,891.9,1459.82156049656,80,60.6295585369266
9,0.7482215073,0.5839626207,0.6296790798,0.5274512692,2.1233070154,1.4342724828,0.4456726152,0.3224883692,0.5219509421,0.3936523933,0.1313672958,0.8091424439,890.03,1443.49631598757,70,66.00338851631541
1,0.6512525625,0.497295015833333,0.5667661228,0.474493820266667,1.5270857154,1.0396701337,0.368123682,0.257175124266667,0.4275598631,0.3210277644,-0.0046570701333332,1.06770365116667,653.77,1155.53779247926,60,58.67241643429202
10,0.7965685909,0.629578321533333,0.6600610961,0.5682260822,2.5858456834,1.78172892095,0.4991195364,0.36583675325,0.5789106444,0.4441754819,0.17911959395,0.739835725166667,658.18,1416.69398940101,75,69.50776317394069
11,0.8109556015,0.6410295244,0.6749039001,0.571797406683333,2.7319613357,1.88613820345,0.5113111201,0.376820118783333,0.5956966976,0.45562673275,0.199270314216667,0.710449983266667,658.18,1440.54271596961,75,71.43808409908729
13,0.6673009887,0.5330805696,0.5558404663,0.47366437205,1.3487218845,1.02690625375,0.3558612818,0.2734028801,0.4119276417,0.32673406575,0.06872670675,0.89737732925,650.7,1062.85012345549,50,56.62166696170304
14,0.702393661,0.53956151625,0.6035515392,0.49983567775,1.895898854,1.3308196804,0.4132874718,0.29926022555,0.4848140103,0.36535006905,0.0854472288499999,0.8963524354,657.65,1309.51407507601,65,63.09025237370593
15,0.7526896384,0.5938866281,0.6183222841,0.52181216755,2.0395822439,1.49268546983333,0.4497215014,0.339724348933333,0.5197748704,0.403409662733333,0.149974955816667,0.780777043,599.52,1139.88011961922,50,64.160498863843
16,0.6080801851,0.493257906,0.5470376403,0.466808726966667,1.164440696,0.891223027466667,0.3176156079,0.245579343033333,0.3799245903,0.304587600433333,-0.0211438472,1.06824786703333,610.53,996.351545628944,30,56.67535323889109
2,0.7814160199,0.614988901416667,0.6464411501,0.5393527472,2.2300227027,1.61553031696667,0.4731859887,0.355094550283333,0.5450876632,0.4201102133,0.14820976605,0.789692480966667,606.51,1174.83998308477,65,67.78260348793795
3,0.6760044499,0.563202465966667,0.5737940207,0.505541435366667,1.6482823351,1.2442699943,0.3879977081,0.3046661365,0.4506676276,0.367181348933333,0.0974600730333333,0.8473571705,654.37,1293.89852976897,50,59.16222263733991
4,0.7428678641,0.5756661116,0.6309486826,0.5122323565,2.2829568271,1.52477644485,0.4569679957,0.3322555961,0.5329992777,0.39567894575,0.1080566787,0.87313835125,648.12,1184.09670007223,65,66.32418346437626
5,0.7758504254,0.60003814515,0.6563320036,0.540478332016667,2.2607091228,1.5451610533,0.4713631518,0.33852426425,0.5460087351,0.410854742516667,0.128622683583333,0.831373026216667,712.72,1445.50880411428,75,69.42719781893686
6,0.7595438129,0.59846779815,0.6498465371,0.5418927561,2.1959588177,1.53629281435,0.4537377939,0.3376667491,0.5317152713,0.40853258365,0.1368180234,0.81590174685,657.21,1197.99497836839,75,68.82068226353258
7,0.7961441643,0.613678494433333,0.6673902325,0.555524835166667,2.6522001386,1.79256931386667,0.4999610426,0.3588689926,0.5816532423,0.435801620233333,0.1609980866,0.7854714486,665.44,1432.11933865557,75,70.63893244071481
8,0.7497140971,0.58688256435,0.6442860628,0.5317693952,2.2020109543,1.5071299676,0.4464650022,0.3286497826,0.5279887833,0.4008198607,0.13626322845,0.82218212,657.21,1179.0527954228,75,68.20251889656132
9,0.7653320659,0.59118879985,0.6581450295,0.53673637525,2.2551884611,1.49886251435,0.4601426509,0.33237605545,0.5412418211,0.40279760405,0.13271968775,0.8088699112,657.21,1181.50411417322,75,69.95323732051827
10,0.7940925934,0.641291275733333,0.659580619,0.561637318333333,2.3084224136,1.70972003953333,0.4799057273,0.370132330966667,0.5525277216,0.438628730866667,0.1769495787,0.736183948966667,455.78,1487.0008257624,65,69.49280872401829
11,0.8083343841,0.6443836641,0.6727001753,0.566477998833333,2.677409407,1.89038162183333,0.5066676148,0.3802186399,0.5867404922,0.454184984333333,0.202777122066667,0.7061839732,455.78,1493.21687553583,40,71.16295907429306
13,0.7056171003,0.561275850766667,0.5924352803,0.4959814345,1.6991796571,1.22408924596667,0.4006274098,0.301403097266667,0.4649570863,0.364954556833333,0.103942089033333,0.847179704,465.05,1555.5425343356,40,61.313587686346374
15,0.7686351407,0.61718374595,0.6356424074,0.539752436566667,2.0731595781,1.51661206218333,0.45513274,0.347441748066667,0.52851118,0.417470287683333,0.171917533483333,0.739609619233333,464.33,1686.1511488691,45,66.4329240890059
2,0.7270021028,0.5829627439,0.6037011328,0.5190651404,1.7844776034,1.3332280334,0.4183915729,0.3199137085,0.4886905679,0.3866022689,0.1213005859,0.8214270829,453.04,1442.35329835972,50,62.53127993000739
3,0.7178747975,0.559710545516667,0.6148128932,0.5117861337,2.0640527948,1.39828032565,0.4325055784,0.310255696533333,0.500702217,0.375132818266667,0.0993028893166666,0.867251601916667,464.37,1492.40110708219,65,64.44685077763098
4,0.6893198536,0.5502408098,0.5949437046,0.5072959416,1.7453034192,1.2471197818,0.4000325442,0.2987613228,0.467383352,0.366448275,0.0833445041999999,0.886897718,467.61,1563.30180273969,65,62.082641116480566
5,0.808524343,0.6351411468,0.6864122278,0.5724940354,2.8600038245,1.89199106445,0.5155700677,0.37332821675,0.5969254993,0.4485996105,0.17131751505,0.7430689941,401.49,1305.38113266836,65,73.25599256738244
7,0.7913550018,0.63614387415,0.6590419346,0.5630539007,2.385317732,1.7141387905,0.4810641305,0.3656028515,0.5555991587,0.4380605096,0.17740022905,0.7417321514,464.79,1587.65503681523,65,69.475135612514
8,0.8351579488,0.64600757225,0.7085613884,0.575700765766667,2.968222996,1.98337338531667,0.5335234122,0.3842226152,0.6172672755,0.460378579483333,0.191666778983333,0.7166787808,396.2,1264.65266851767,65,76.0143974550219
9,0.7057903226,0.546431584433333,0.6061596667,0.4954140303,2.1370339551,1.47261856408333,0.4373430085,0.31345315015,0.5206296218,0.38400045,0.0948474860166667,0.92211364315,257.67,1033.74075296241,65,63.40890361869169
