variable,parcela_id,A,omega,phi,offset,r2,mse,rmse
relative_humidity,14,-5.728348604143008,0.016765818976058968,0.48418478365499323,48.088404814140574,0.13423462729420343,105.33277114684778,10.263175490404896
relative_humidity,15,-5.728348604143008,0.016765818976058968,0.48418478365499323,48.088404814140574,0.13423462729420343,105.33277114684778,10.263175490404896
relative_humidity,16,-5.728348604143008,0.016765818976058968,0.48418478365499323,48.088404814140574,0.13423462729420343,105.33277114684778,10.263175490404896
relative_humidity,2,-5.728348604143008,0.016765818976058968,0.48418478365499323,48.088404814140574,0.13423462729420343,105.33277114684778,10.263175490404896
relative_humidity,3,-4.972834638200872,0.016815010099901932,0.27651769786674846,50.13560790861435,0.10306744667712031,106.92394136434916,10.340403346308555
relative_humidity,4,-5.728348604143008,0.016765818976058968,0.48418478365499323,48.088404814140574,0.13423462729420343,105.33277114684778,10.263175490404896
relative_humidity,5,-5.1076754276425484,0.016799284402251088,0.34761591179956214,48.80227771784656,0.11556110873742331,99.26544691047104,9.963204650636815
relative_humidity,6,-5.1076754276425484,0.016799284402251088,0.34761591179956214,48.80227771784656,0.11556110873742331,99.26544691047104,9.963204650636815
relative_humidity,7,-5.1076754276425484,0.016799284402251088,0.34761591179956214,48.80227771784656,0.11556110873742331,99.26544691047104,9.963204650636815
relative_humidity,8,-5.1076754276425484,0.016799284402251088,0.34761591179956214,48.80227771784656,0.11556110873742331,99.26544691047104,9.963204650636815
relative_humidity,9,-5.1076754276425484,0.016799284402251088,0.34761591179956214,48.80227771784656,0.11556110873742331,99.26544691047104,9.963204650636815
solar_radiation,1,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,10,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,11,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,13,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,14,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,15,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,16,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,2,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,3,5377429.419379458,0.017404882449337668,-1.5892308197205247,19859051.625957694,0.4692335990632829,16709539176695.873,4087730.3209355525
solar_radiation,4,5496722.142998261,0.01740282225869568,-1.5984893919416252,19817810.899706412,0.4792149575912674,16780962398383.582,4096457.298493856
solar_radiation,5,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,6,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,7,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,8,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
solar_radiation,9,5497898.260341532,0.017399717692542078,-1.5888726465484084,19850176.482119195,0.48392357523086194,16467671463401.363,4058037.883435955
temperature,1,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,10,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,11,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,13,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,14,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,15,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,16,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,2,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,3,4.957958161302057,0.017320546786476737,-1.7321637954071492,298.7868718187994,0.6074479432237956,8.129487633622988,2.851225637094158
temperature,4,5.025912441704398,0.017319108002230514,-1.702427677433321,299.1575535189713,0.5966986803517362,8.730874218197425,2.954805275851088
temperature,5,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,6,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,7,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,8,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
temperature,9,5.1228747446412894,0.01731753537808384,-1.7226083189108667,299.1641647301173,0.6163169396220125,8.359021524123696,2.891197247529766
